Date,LocationID,Week_days,Daily_trips,1_day_lag,2_days_lag,3_days_lag,4_days_lag,5_days_lag,6_days_lag,7_days_lag,8_days_lag,9_days_lag,10_days_lag
2023-02-09,263,Thursday,2205,2058.0,1999.0,1692.0,1921.0,2494.0,2726.0,2261.0,2125.0,1891.0,1694.0
2023-02-10,13,Friday,616,743.0,713.0,622.0,525.0,249.0,366.0,575.0,703.0,693.0,594.0
2023-02-10,24,Friday,335,300.0,303.0,278.0,240.0,201.0,286.0,336.0,302.0,285.0,272.0
2023-02-10,43,Friday,1898,1692.0,1503.0,1584.0,1361.0,1248.0,1661.0,1895.0,1664.0,1577.0,1429.0
2023-02-10,48,Friday,2951,2981.0,2739.0,2698.0,2237.0,2618.0,3246.0,3220.0,2733.0,2815.0,2557.0
2023-02-10,50,Friday,666,676.0,623.0,632.0,579.0,497.0,592.0,685.0,584.0,695.0,560.0
2023-02-10,68,Friday,2920,2976.0,2789.0,2732.0,2405.0,2460.0,2780.0,2789.0,2872.0,2548.0,2212.0
2023-02-10,70,Friday,464,449.0,387.0,379.0,480.0,459.0,192.0,332.0,400.0,319.0,364.0
2023-02-10,75,Friday,758,721.0,659.0,679.0,606.0,471.0,548.0,885.0,736.0,738.0,707.0
2023-02-10,79,Friday,3043,2227.0,1797.0,1665.0,1305.0,3123.0,3848.0,3107.0,2191.0,1838.0,1598.0
2023-02-10,87,Friday,634,637.0,560.0,535.0,387.0,345.0,402.0,539.0,537.0,560.0,469.0
2023-02-10,88,Friday,282,284.0,288.0,253.0,181.0,157.0,174.0,233.0,316.0,262.0,222.0
2023-02-10,90,Friday,1883,1778.0,1594.0,1516.0,1254.0,1572.0,2057.0,1865.0,1885.0,1676.0,1502.0
2023-02-10,100,Friday,1802,1979.0,1861.0,1862.0,1549.0,1292.0,1571.0,1728.0,2003.0,1860.0,1825.0
2023-02-10,107,Friday,2653,2569.0,2151.0,2175.0,1818.0,1797.0,2295.0,2575.0,2408.0,2377.0,2110.0
2023-02-10,113,Friday,1650,1553.0,1428.0,1357.0,1155.0,1098.0,1406.0,1527.0,1448.0,1376.0,1294.0
2023-02-10,114,Friday,1560,1248.0,1107.0,921.0,726.0,1680.0,1984.0,1473.0,1167.0,1094.0,913.0
2023-02-10,125,Friday,597,567.0,504.0,499.0,382.0,394.0,519.0,522.0,586.0,561.0,471.0
2023-02-10,132,Friday,4429,4385.0,3810.0,3958.0,5188.0,5173.0,3847.0,4318.0,3972.0,4038.0,4094.0
2023-02-10,137,Friday,1438,1244.0,1227.0,1219.0,1034.0,858.0,1225.0,1634.0,1378.0,1326.0,1251.0
2023-02-10,138,Friday,3141,3107.0,2779.0,2822.0,3366.0,3281.0,1747.0,2793.0,2623.0,2570.0,2612.0
2023-02-10,140,Friday,2573,2712.0,2707.0,2704.0,2357.0,1160.0,1551.0,2809.0,2721.0,2741.0,2416.0
2023-02-10,141,Friday,2951,2790.0,2672.0,2678.0,2356.0,2084.0,2663.0,3235.0,2863.0,2852.0,2687.0
2023-02-10,142,Friday,3558,3536.0,3379.0,3573.0,2650.0,2430.0,3347.0,3987.0,3620.0,3286.0,3358.0
2023-02-10,143,Friday,1372,1342.0,1198.0,1262.0,1101.0,873.0,1032.0,1441.0,1354.0,1327.0,1198.0
2023-02-10,144,Friday,1100,818.0,681.0,654.0,501.0,1047.0,1139.0,880.0,688.0,679.0,536.0
2023-02-10,148,Friday,1297,860.0,584.0,501.0,425.0,1866.0,1818.0,998.0,771.0,570.0,516.0
2023-02-10,151,Friday,1060,901.0,873.0,840.0,781.0,765.0,830.0,1017.0,956.0,896.0,857.0
2023-02-10,158,Friday,1136,853.0,782.0,618.0,547.0,979.0,1100.0,1058.0,836.0,774.0,560.0
2023-02-10,161,Friday,4799,6330.0,6116.0,6087.0,4527.0,2413.0,3312.0,5053.0,6402.0,6165.0,5812.0
2023-02-10,162,Friday,3679,4667.0,4461.0,4536.0,3457.0,2037.0,2589.0,3660.0,4686.0,4478.0,4270.0
2023-02-10,163,Friday,3053,3562.0,3464.0,3423.0,2735.0,1960.0,2429.0,3353.0,3344.0,3254.0,3055.0
2023-02-10,164,Friday,2631,2838.0,2691.0,2503.0,1872.0,1737.0,2272.0,2505.0,2615.0,2530.0,2498.0
2023-02-10,166,Friday,606,570.0,634.0,600.0,486.0,312.0,434.0,658.0,604.0,594.0,554.0
2023-02-10,170,Friday,3371,3704.0,3651.0,3439.0,2667.0,1961.0,2503.0,3178.0,3710.0,3557.0,3336.0
2023-02-10,186,Friday,3892,4043.0,4137.0,3887.0,3675.0,3291.0,3430.0,3872.0,3998.0,3884.0,3714.0
2023-02-10,211,Friday,935,753.0,695.0,552.0,470.0,805.0,867.0,829.0,689.0,580.0,530.0
2023-02-10,229,Friday,2353,2378.0,2182.0,2166.0,1736.0,1491.0,1951.0,2361.0,2417.0,2324.0,2176.0
2023-02-10,230,Friday,3428,3690.0,4034.0,3487.0,2758.0,2661.0,3553.0,3805.0,3586.0,3732.0,3344.0
2023-02-10,231,Friday,1565,1679.0,1601.0,1573.0,1121.0,920.0,1212.0,1479.0,1668.0,1545.0,1427.0
2023-02-10,233,Friday,1481,1541.0,1450.0,1381.0,1075.0,776.0,1032.0,1431.0,1523.0,1447.0,1402.0
2023-02-10,234,Friday,3232,3361.0,3189.0,2983.0,2192.0,2007.0,2776.0,3193.0,3356.0,3178.0,2901.0
2023-02-10,236,Friday,5115,5421.0,5180.0,5269.0,4512.0,2770.0,3736.0,5634.0,5609.0,5288.0,4762.0
2023-02-10,237,Friday,5572,5904.0,5783.0,5748.0,4894.0,2945.0,3375.0,5490.0,6080.0,5734.0,5503.0
2023-02-10,238,Friday,2485,2334.0,2202.0,2242.0,2030.0,1735.0,1741.0,2493.0,2353.0,2338.0,2117.0
2023-02-10,239,Friday,3287,3019.0,2849.0,2793.0,2429.0,2492.0,3214.0,3564.0,3081.0,2882.0,2788.0
2023-02-10,246,Friday,1539,1751.0,1799.0,1907.0,1775.0,1708.0,1735.0,1561.0,1783.0,1476.0,1235.0
2023-02-10,249,Friday,2835,2231.0,1993.0,1805.0,1372.0,2388.0,3175.0,2676.0,2226.0,1930.0,1728.0
2023-02-10,261,Friday,426,482.0,469.0,412.0,304.0,332.0,386.0,448.0,457.0,476.0,365.0
2023-02-10,262,Friday,1685,1730.0,1618.0,1566.0,1406.0,1004.0,1275.0,1771.0,1729.0,1754.0,1547.0
2023-02-10,263,Friday,2559,2205.0,2058.0,1999.0,1692.0,1921.0,2494.0,2726.0,2261.0,2125.0,1891.0
2023-02-11,13,Saturday,459,616.0,743.0,713.0,622.0,525.0,249.0,366.0,575.0,703.0,693.0
2023-02-11,24,Saturday,309,335.0,300.0,303.0,278.0,240.0,201.0,286.0,336.0,302.0,285.0
2023-02-11,43,Saturday,1837,1898.0,1692.0,1503.0,1584.0,1361.0,1248.0,1661.0,1895.0,1664.0,1577.0
2023-02-11,48,Saturday,3531,2951.0,2981.0,2739.0,2698.0,2237.0,2618.0,3246.0,3220.0,2733.0,2815.0
2023-02-11,50,Saturday,788,666.0,676.0,623.0,632.0,579.0,497.0,592.0,685.0,584.0,695.0
2023-02-11,68,Saturday,3139,2920.0,2976.0,2789.0,2732.0,2405.0,2460.0,2780.0,2789.0,2872.0,2548.0
2023-02-11,70,Saturday,295,464.0,449.0,387.0,379.0,480.0,459.0,192.0,332.0,400.0,319.0
2023-02-11,75,Saturday,622,758.0,721.0,659.0,679.0,606.0,471.0,548.0,885.0,736.0,738.0
2023-02-11,79,Saturday,5376,3043.0,2227.0,1797.0,1665.0,1305.0,3123.0,3848.0,3107.0,2191.0,1838.0
2023-02-11,87,Saturday,550,634.0,637.0,560.0,535.0,387.0,345.0,402.0,539.0,537.0,560.0
2023-02-11,88,Saturday,241,282.0,284.0,288.0,253.0,181.0,157.0,174.0,233.0,316.0,262.0
2023-02-11,90,Saturday,2268,1883.0,1778.0,1594.0,1516.0,1254.0,1572.0,2057.0,1865.0,1885.0,1676.0
2023-02-11,100,Saturday,1734,1802.0,1979.0,1861.0,1862.0,1549.0,1292.0,1571.0,1728.0,2003.0,1860.0
2023-02-11,107,Saturday,3086,2653.0,2569.0,2151.0,2175.0,1818.0,1797.0,2295.0,2575.0,2408.0,2377.0
2023-02-11,113,Saturday,1872,1650.0,1553.0,1428.0,1357.0,1155.0,1098.0,1406.0,1527.0,1448.0,1376.0
2023-02-11,114,Saturday,2463,1560.0,1248.0,1107.0,921.0,726.0,1680.0,1984.0,1473.0,1167.0,1094.0
2023-02-11,125,Saturday,659,597.0,567.0,504.0,499.0,382.0,394.0,519.0,522.0,586.0,561.0
2023-02-11,132,Saturday,4287,4429.0,4385.0,3810.0,3958.0,5188.0,5173.0,3847.0,4318.0,3972.0,4038.0
2023-02-11,137,Saturday,1319,1438.0,1244.0,1227.0,1219.0,1034.0,858.0,1225.0,1634.0,1378.0,1326.0
2023-02-11,138,Saturday,1553,3141.0,3107.0,2779.0,2822.0,3366.0,3281.0,1747.0,2793.0,2623.0,2570.0
2023-02-11,140,Saturday,1679,2573.0,2712.0,2707.0,2704.0,2357.0,1160.0,1551.0,2809.0,2721.0,2741.0
2023-02-11,141,Saturday,3145,2951.0,2790.0,2672.0,2678.0,2356.0,2084.0,2663.0,3235.0,2863.0,2852.0
2023-02-11,142,Saturday,3567,3558.0,3536.0,3379.0,3573.0,2650.0,2430.0,3347.0,3987.0,3620.0,3286.0
2023-02-11,143,Saturday,1099,1372.0,1342.0,1198.0,1262.0,1101.0,873.0,1032.0,1441.0,1354.0,1327.0
2023-02-11,144,Saturday,1487,1100.0,818.0,681.0,654.0,501.0,1047.0,1139.0,880.0,688.0,679.0
2023-02-11,148,Saturday,2466,1297.0,860.0,584.0,501.0,425.0,1866.0,1818.0,998.0,771.0,570.0
2023-02-11,151,Saturday,994,1060.0,901.0,873.0,840.0,781.0,765.0,830.0,1017.0,956.0,896.0
2023-02-11,158,Saturday,1608,1136.0,853.0,782.0,618.0,547.0,979.0,1100.0,1058.0,836.0,774.0
2023-02-11,161,Saturday,3621,4799.0,6330.0,6116.0,6087.0,4527.0,2413.0,3312.0,5053.0,6402.0,6165.0
2023-02-11,162,Saturday,2878,3679.0,4667.0,4461.0,4536.0,3457.0,2037.0,2589.0,3660.0,4686.0,4478.0
2023-02-11,163,Saturday,2755,3053.0,3562.0,3464.0,3423.0,2735.0,1960.0,2429.0,3353.0,3344.0,3254.0
2023-02-11,164,Saturday,2696,2631.0,2838.0,2691.0,2503.0,1872.0,1737.0,2272.0,2505.0,2615.0,2530.0
2023-02-11,166,Saturday,480,606.0,570.0,634.0,600.0,486.0,312.0,434.0,658.0,604.0,594.0
2023-02-11,170,Saturday,2977,3371.0,3704.0,3651.0,3439.0,2667.0,1961.0,2503.0,3178.0,3710.0,3557.0
2023-02-11,186,Saturday,3564,3892.0,4043.0,4137.0,3887.0,3675.0,3291.0,3430.0,3872.0,3998.0,3884.0
2023-02-11,211,Saturday,1275,935.0,753.0,695.0,552.0,470.0,805.0,867.0,829.0,689.0,580.0
2023-02-11,229,Saturday,2237,2353.0,2378.0,2182.0,2166.0,1736.0,1491.0,1951.0,2361.0,2417.0,2324.0
2023-02-11,230,Saturday,3429,3428.0,3690.0,4034.0,3487.0,2758.0,2661.0,3553.0,3805.0,3586.0,3732.0
2023-02-11,231,Saturday,1730,1565.0,1679.0,1601.0,1573.0,1121.0,920.0,1212.0,1479.0,1668.0,1545.0
2023-02-11,233,Saturday,1326,1481.0,1541.0,1450.0,1381.0,1075.0,776.0,1032.0,1431.0,1523.0,1447.0
2023-02-11,234,Saturday,3471,3232.0,3361.0,3189.0,2983.0,2192.0,2007.0,2776.0,3193.0,3356.0,3178.0
2023-02-11,236,Saturday,4130,5115.0,5421.0,5180.0,5269.0,4512.0,2770.0,3736.0,5634.0,5609.0,5288.0
2023-02-11,237,Saturday,4417,5572.0,5904.0,5783.0,5748.0,4894.0,2945.0,3375.0,5490.0,6080.0,5734.0
2023-02-11,238,Saturday,2045,2485.0,2334.0,2202.0,2242.0,2030.0,1735.0,1741.0,2493.0,2353.0,2338.0
2023-02-11,239,Saturday,3231,3287.0,3019.0,2849.0,2793.0,2429.0,2492.0,3214.0,3564.0,3081.0,2882.0
2023-02-11,246,Saturday,1996,1539.0,1751.0,1799.0,1907.0,1775.0,1708.0,1735.0,1561.0,1783.0,1476.0
2023-02-11,249,Saturday,3994,2835.0,2231.0,1993.0,1805.0,1372.0,2388.0,3175.0,2676.0,2226.0,1930.0
2023-02-11,261,Saturday,518,426.0,482.0,469.0,412.0,304.0,332.0,386.0,448.0,457.0,476.0
2023-02-11,262,Saturday,1418,1685.0,1730.0,1618.0,1566.0,1406.0,1004.0,1275.0,1771.0,1729.0,1754.0
2023-02-11,263,Saturday,2756,2559.0,2205.0,2058.0,1999.0,1692.0,1921.0,2494.0,2726.0,2261.0,2125.0
2023-02-12,13,Sunday,339,459.0,616.0,743.0,713.0,622.0,525.0,249.0,366.0,575.0,703.0
2023-02-12,24,Sunday,292,309.0,335.0,300.0,303.0,278.0,240.0,201.0,286.0,336.0,302.0
2023-02-12,43,Sunday,1370,1837.0,1898.0,1692.0,1503.0,1584.0,1361.0,1248.0,1661.0,1895.0,1664.0
2023-02-12,48,Sunday,2910,3531.0,2951.0,2981.0,2739.0,2698.0,2237.0,2618.0,3246.0,3220.0,2733.0
2023-02-12,50,Sunday,740,788.0,666.0,676.0,623.0,632.0,579.0,497.0,592.0,685.0,584.0
2023-02-12,68,Sunday,2451,3139.0,2920.0,2976.0,2789.0,2732.0,2405.0,2460.0,2780.0,2789.0,2872.0
2023-02-12,70,Sunday,394,295.0,464.0,449.0,387.0,379.0,480.0,459.0,192.0,332.0,400.0
2023-02-12,75,Sunday,600,622.0,758.0,721.0,659.0,679.0,606.0,471.0,548.0,885.0,736.0
2023-02-12,79,Sunday,3992,5376.0,3043.0,2227.0,1797.0,1665.0,1305.0,3123.0,3848.0,3107.0,2191.0
2023-02-12,87,Sunday,427,550.0,634.0,637.0,560.0,535.0,387.0,345.0,402.0,539.0,537.0
2023-02-12,88,Sunday,167,241.0,282.0,284.0,288.0,253.0,181.0,157.0,174.0,233.0,316.0
2023-02-12,90,Sunday,1808,2268.0,1883.0,1778.0,1594.0,1516.0,1254.0,1572.0,2057.0,1865.0,1885.0
2023-02-12,100,Sunday,1336,1734.0,1802.0,1979.0,1861.0,1862.0,1549.0,1292.0,1571.0,1728.0,2003.0
2023-02-12,107,Sunday,2380,3086.0,2653.0,2569.0,2151.0,2175.0,1818.0,1797.0,2295.0,2575.0,2408.0
2023-02-12,113,Sunday,1225,1872.0,1650.0,1553.0,1428.0,1357.0,1155.0,1098.0,1406.0,1527.0,1448.0
2023-02-12,114,Sunday,1703,2463.0,1560.0,1248.0,1107.0,921.0,726.0,1680.0,1984.0,1473.0,1167.0
2023-02-12,125,Sunday,496,659.0,597.0,567.0,504.0,499.0,382.0,394.0,519.0,522.0,586.0
2023-02-12,132,Sunday,5347,4287.0,4429.0,4385.0,3810.0,3958.0,5188.0,5173.0,3847.0,4318.0,3972.0
2023-02-12,137,Sunday,1149,1319.0,1438.0,1244.0,1227.0,1219.0,1034.0,858.0,1225.0,1634.0,1378.0
2023-02-12,138,Sunday,3120,1553.0,3141.0,3107.0,2779.0,2822.0,3366.0,3281.0,1747.0,2793.0,2623.0
2023-02-12,140,Sunday,1497,1679.0,2573.0,2712.0,2707.0,2704.0,2357.0,1160.0,1551.0,2809.0,2721.0
2023-02-12,141,Sunday,2643,3145.0,2951.0,2790.0,2672.0,2678.0,2356.0,2084.0,2663.0,3235.0,2863.0
2023-02-12,142,Sunday,2657,3567.0,3558.0,3536.0,3379.0,3573.0,2650.0,2430.0,3347.0,3987.0,3620.0
2023-02-12,143,Sunday,1018,1099.0,1372.0,1342.0,1198.0,1262.0,1101.0,873.0,1032.0,1441.0,1354.0
2023-02-12,144,Sunday,1174,1487.0,1100.0,818.0,681.0,654.0,501.0,1047.0,1139.0,880.0,688.0
2023-02-12,148,Sunday,2117,2466.0,1297.0,860.0,584.0,501.0,425.0,1866.0,1818.0,998.0,771.0
2023-02-12,151,Sunday,894,994.0,1060.0,901.0,873.0,840.0,781.0,765.0,830.0,1017.0,956.0
2023-02-12,158,Sunday,1107,1608.0,1136.0,853.0,782.0,618.0,547.0,979.0,1100.0,1058.0,836.0
2023-02-12,161,Sunday,2502,3621.0,4799.0,6330.0,6116.0,6087.0,4527.0,2413.0,3312.0,5053.0,6402.0
2023-02-12,162,Sunday,2229,2878.0,3679.0,4667.0,4461.0,4536.0,3457.0,2037.0,2589.0,3660.0,4686.0
2023-02-12,163,Sunday,2117,2755.0,3053.0,3562.0,3464.0,3423.0,2735.0,1960.0,2429.0,3353.0,3344.0
2023-02-12,164,Sunday,2027,2696.0,2631.0,2838.0,2691.0,2503.0,1872.0,1737.0,2272.0,2505.0,2615.0
2023-02-12,166,Sunday,412,480.0,606.0,570.0,634.0,600.0,486.0,312.0,434.0,658.0,604.0
2023-02-12,170,Sunday,2378,2977.0,3371.0,3704.0,3651.0,3439.0,2667.0,1961.0,2503.0,3178.0,3710.0
2023-02-12,186,Sunday,2813,3564.0,3892.0,4043.0,4137.0,3887.0,3675.0,3291.0,3430.0,3872.0,3998.0
2023-02-12,211,Sunday,901,1275.0,935.0,753.0,695.0,552.0,470.0,805.0,867.0,829.0,689.0
2023-02-12,229,Sunday,1881,2237.0,2353.0,2378.0,2182.0,2166.0,1736.0,1491.0,1951.0,2361.0,2417.0
2023-02-12,230,Sunday,2801,3429.0,3428.0,3690.0,4034.0,3487.0,2758.0,2661.0,3553.0,3805.0,3586.0
2023-02-12,231,Sunday,1218,1730.0,1565.0,1679.0,1601.0,1573.0,1121.0,920.0,1212.0,1479.0,1668.0
2023-02-12,233,Sunday,1092,1326.0,1481.0,1541.0,1450.0,1381.0,1075.0,776.0,1032.0,1431.0,1523.0
2023-02-12,234,Sunday,2467,3471.0,3232.0,3361.0,3189.0,2983.0,2192.0,2007.0,2776.0,3193.0,3356.0
2023-02-12,236,Sunday,3325,4130.0,5115.0,5421.0,5180.0,5269.0,4512.0,2770.0,3736.0,5634.0,5609.0
2023-02-12,237,Sunday,3073,4417.0,5572.0,5904.0,5783.0,5748.0,4894.0,2945.0,3375.0,5490.0,6080.0
2023-02-12,238,Sunday,1968,2045.0,2485.0,2334.0,2202.0,2242.0,2030.0,1735.0,1741.0,2493.0,2353.0
2023-02-12,239,Sunday,2663,3231.0,3287.0,3019.0,2849.0,2793.0,2429.0,2492.0,3214.0,3564.0,3081.0
2023-02-12,246,Sunday,1483,1996.0,1539.0,1751.0,1799.0,1907.0,1775.0,1708.0,1735.0,1561.0,1783.0
2023-02-12,249,Sunday,2722,3994.0,2835.0,2231.0,1993.0,1805.0,1372.0,2388.0,3175.0,2676.0,2226.0
2023-02-12,261,Sunday,343,518.0,426.0,482.0,469.0,412.0,304.0,332.0,386.0,448.0,457.0
2023-02-12,262,Sunday,1188,1418.0,1685.0,1730.0,1618.0,1566.0,1406.0,1004.0,1275.0,1771.0,1729.0
2023-02-12,263,Sunday,2389,2756.0,2559.0,2205.0,2058.0,1999.0,1692.0,1921.0,2494.0,2726.0,2261.0
2023-02-13,13,Monday,546,339.0,459.0,616.0,743.0,713.0,622.0,525.0,249.0,366.0,575.0
2023-02-13,24,Monday,241,292.0,309.0,335.0,300.0,303.0,278.0,240.0,201.0,286.0,336.0
2023-02-13,43,Monday,1513,1370.0,1837.0,1898.0,1692.0,1503.0,1584.0,1361.0,1248.0,1661.0,1895.0
2023-02-13,48,Monday,2231,2910.0,3531.0,2951.0,2981.0,2739.0,2698.0,2237.0,2618.0,3246.0,3220.0
2023-02-13,50,Monday,573,740.0,788.0,666.0,676.0,623.0,632.0,579.0,497.0,592.0,685.0
2023-02-13,68,Monday,2268,2451.0,3139.0,2920.0,2976.0,2789.0,2732.0,2405.0,2460.0,2780.0,2789.0
2023-02-13,70,Monday,502,394.0,295.0,464.0,449.0,387.0,379.0,480.0,459.0,192.0,332.0
2023-02-13,75,Monday,618,600.0,622.0,758.0,721.0,659.0,679.0,606.0,471.0,548.0,885.0
2023-02-13,79,Monday,1445,3992.0,5376.0,3043.0,2227.0,1797.0,1665.0,1305.0,3123.0,3848.0,3107.0
2023-02-13,87,Monday,366,427.0,550.0,634.0,637.0,560.0,535.0,387.0,345.0,402.0,539.0
2023-02-13,88,Monday,195,167.0,241.0,282.0,284.0,288.0,253.0,181.0,157.0,174.0,233.0
2023-02-13,90,Monday,1318,1808.0,2268.0,1883.0,1778.0,1594.0,1516.0,1254.0,1572.0,2057.0,1865.0
2023-02-13,100,Monday,1618,1336.0,1734.0,1802.0,1979.0,1861.0,1862.0,1549.0,1292.0,1571.0,1728.0
2023-02-13,107,Monday,1847,2380.0,3086.0,2653.0,2569.0,2151.0,2175.0,1818.0,1797.0,2295.0,2575.0
2023-02-13,113,Monday,1164,1225.0,1872.0,1650.0,1553.0,1428.0,1357.0,1155.0,1098.0,1406.0,1527.0
2023-02-13,114,Monday,800,1703.0,2463.0,1560.0,1248.0,1107.0,921.0,726.0,1680.0,1984.0,1473.0
2023-02-13,125,Monday,400,496.0,659.0,597.0,567.0,504.0,499.0,382.0,394.0,519.0,522.0
2023-02-13,132,Monday,4938,5347.0,4287.0,4429.0,4385.0,3810.0,3958.0,5188.0,5173.0,3847.0,4318.0
2023-02-13,137,Monday,1087,1149.0,1319.0,1438.0,1244.0,1227.0,1219.0,1034.0,858.0,1225.0,1634.0
2023-02-13,138,Monday,3213,3120.0,1553.0,3141.0,3107.0,2779.0,2822.0,3366.0,3281.0,1747.0,2793.0
2023-02-13,140,Monday,2245,1497.0,1679.0,2573.0,2712.0,2707.0,2704.0,2357.0,1160.0,1551.0,2809.0
2023-02-13,141,Monday,2327,2643.0,3145.0,2951.0,2790.0,2672.0,2678.0,2356.0,2084.0,2663.0,3235.0
2023-02-13,142,Monday,2762,2657.0,3567.0,3558.0,3536.0,3379.0,3573.0,2650.0,2430.0,3347.0,3987.0
2023-02-13,143,Monday,1065,1018.0,1099.0,1372.0,1342.0,1198.0,1262.0,1101.0,873.0,1032.0,1441.0
2023-02-13,144,Monday,541,1174.0,1487.0,1100.0,818.0,681.0,654.0,501.0,1047.0,1139.0,880.0
2023-02-13,148,Monday,454,2117.0,2466.0,1297.0,860.0,584.0,501.0,425.0,1866.0,1818.0,998.0
2023-02-13,151,Monday,823,894.0,994.0,1060.0,901.0,873.0,840.0,781.0,765.0,830.0,1017.0
2023-02-13,158,Monday,583,1107.0,1608.0,1136.0,853.0,782.0,618.0,547.0,979.0,1100.0,1058.0
2023-02-13,161,Monday,4685,2502.0,3621.0,4799.0,6330.0,6116.0,6087.0,4527.0,2413.0,3312.0,5053.0
2023-02-13,162,Monday,3535,2229.0,2878.0,3679.0,4667.0,4461.0,4536.0,3457.0,2037.0,2589.0,3660.0
2023-02-13,163,Monday,2830,2117.0,2755.0,3053.0,3562.0,3464.0,3423.0,2735.0,1960.0,2429.0,3353.0
2023-02-13,164,Monday,2038,2027.0,2696.0,2631.0,2838.0,2691.0,2503.0,1872.0,1737.0,2272.0,2505.0
2023-02-13,166,Monday,500,412.0,480.0,606.0,570.0,634.0,600.0,486.0,312.0,434.0,658.0
2023-02-13,170,Monday,2752,2378.0,2977.0,3371.0,3704.0,3651.0,3439.0,2667.0,1961.0,2503.0,3178.0
2023-02-13,186,Monday,4000,2813.0,3564.0,3892.0,4043.0,4137.0,3887.0,3675.0,3291.0,3430.0,3872.0
2023-02-13,211,Monday,547,901.0,1275.0,935.0,753.0,695.0,552.0,470.0,805.0,867.0,829.0
2023-02-13,229,Monday,1798,1881.0,2237.0,2353.0,2378.0,2182.0,2166.0,1736.0,1491.0,1951.0,2361.0
2023-02-13,230,Monday,2816,2801.0,3429.0,3428.0,3690.0,4034.0,3487.0,2758.0,2661.0,3553.0,3805.0
2023-02-13,231,Monday,1263,1218.0,1730.0,1565.0,1679.0,1601.0,1573.0,1121.0,920.0,1212.0,1479.0
2023-02-13,233,Monday,1117,1092.0,1326.0,1481.0,1541.0,1450.0,1381.0,1075.0,776.0,1032.0,1431.0
2023-02-13,234,Monday,2452,2467.0,3471.0,3232.0,3361.0,3189.0,2983.0,2192.0,2007.0,2776.0,3193.0
2023-02-13,236,Monday,4810,3325.0,4130.0,5115.0,5421.0,5180.0,5269.0,4512.0,2770.0,3736.0,5634.0
2023-02-13,237,Monday,5054,3073.0,4417.0,5572.0,5904.0,5783.0,5748.0,4894.0,2945.0,3375.0,5490.0
2023-02-13,238,Monday,2065,1968.0,2045.0,2485.0,2334.0,2202.0,2242.0,2030.0,1735.0,1741.0,2493.0
2023-02-13,239,Monday,2562,2663.0,3231.0,3287.0,3019.0,2849.0,2793.0,2429.0,2492.0,3214.0,3564.0
2023-02-13,246,Monday,1179,1483.0,1996.0,1539.0,1751.0,1799.0,1907.0,1775.0,1708.0,1735.0,1561.0
2023-02-13,249,Monday,1438,2722.0,3994.0,2835.0,2231.0,1993.0,1805.0,1372.0,2388.0,3175.0,2676.0
2023-02-13,261,Monday,363,343.0,518.0,426.0,482.0,469.0,412.0,304.0,332.0,386.0,448.0
2023-02-13,262,Monday,1416,1188.0,1418.0,1685.0,1730.0,1618.0,1566.0,1406.0,1004.0,1275.0,1771.0
2023-02-13,263,Monday,1789,2389.0,2756.0,2559.0,2205.0,2058.0,1999.0,1692.0,1921.0,2494.0,2726.0
2023-02-14,13,Tuesday,693,546.0,339.0,459.0,616.0,743.0,713.0,622.0,525.0,249.0,366.0
2023-02-14,24,Tuesday,305,241.0,292.0,309.0,335.0,300.0,303.0,278.0,240.0,201.0,286.0
2023-02-14,43,Tuesday,1922,1513.0,1370.0,1837.0,1898.0,1692.0,1503.0,1584.0,1361.0,1248.0,1661.0
2023-02-14,48,Tuesday,2849,2231.0,2910.0,3531.0,2951.0,2981.0,2739.0,2698.0,2237.0,2618.0,3246.0
2023-02-14,50,Tuesday,614,573.0,740.0,788.0,666.0,676.0,623.0,632.0,579.0,497.0,592.0
2023-02-14,68,Tuesday,2667,2268.0,2451.0,3139.0,2920.0,2976.0,2789.0,2732.0,2405.0,2460.0,2780.0
2023-02-14,70,Tuesday,433,502.0,394.0,295.0,464.0,449.0,387.0,379.0,480.0,459.0,192.0
2023-02-14,75,Tuesday,776,618.0,600.0,622.0,758.0,721.0,659.0,679.0,606.0,471.0,548.0
2023-02-14,79,Tuesday,1978,1445.0,3992.0,5376.0,3043.0,2227.0,1797.0,1665.0,1305.0,3123.0,3848.0
2023-02-14,87,Tuesday,528,366.0,427.0,550.0,634.0,637.0,560.0,535.0,387.0,345.0,402.0
2023-02-14,88,Tuesday,267,195.0,167.0,241.0,282.0,284.0,288.0,253.0,181.0,157.0,174.0
2023-02-14,90,Tuesday,1702,1318.0,1808.0,2268.0,1883.0,1778.0,1594.0,1516.0,1254.0,1572.0,2057.0
2023-02-14,100,Tuesday,1880,1618.0,1336.0,1734.0,1802.0,1979.0,1861.0,1862.0,1549.0,1292.0,1571.0
2023-02-14,107,Tuesday,2309,1847.0,2380.0,3086.0,2653.0,2569.0,2151.0,2175.0,1818.0,1797.0,2295.0
2023-02-14,113,Tuesday,1455,1164.0,1225.0,1872.0,1650.0,1553.0,1428.0,1357.0,1155.0,1098.0,1406.0
2023-02-14,114,Tuesday,1153,800.0,1703.0,2463.0,1560.0,1248.0,1107.0,921.0,726.0,1680.0,1984.0
2023-02-14,125,Tuesday,507,400.0,496.0,659.0,597.0,567.0,504.0,499.0,382.0,394.0,519.0
2023-02-14,132,Tuesday,4061,4938.0,5347.0,4287.0,4429.0,4385.0,3810.0,3958.0,5188.0,5173.0,3847.0
